game_id,objective_MostInvestors,objective_MostEngineers,objective_NewWorldExplorer,objective_BasicGoodsProducer,objective_ExplorerTrader,objective_LuxuryFactories,objective_SingleIslandBonus,objective_MostExpeditionCards,objective_ExtraAction,objective_ArtifactBonus,objective_NewWorldProductFactories,objective_AnimalBonus,objective_ArtisanGoodsFactories,objective_MostTradeChips,objective_PrestigeFactories,objective_ResidentCardsPenalty,objective_EngineerGoodsFactories,objective_DiscardResidentCard,objective_InvestorExhaustForGold,objective_MostResidentsTotal,rounds_played,game_end_status,winner_player,player_id_p1,seat_position_p1,is_start_player_p1,start_cards_l2_count_p1,start_cards_l5_count_p1,start_cards_l7_count_p1,start_reward_upgrade_count_p1,start_reward_tradepoints_count_p1,start_reward_gold_count_p1,start_reward_extraaction_count_p1,start_reward_expedition_count_p1,start_reward_discard_count_p1,start_reward_explorationpoints_count_p1,start_reward_freegoodschoice_count_p1,start_reward_gold_and_tradepoints_count_p1,strategy_name_p1,fulfill_needs_count_p1,final_points_p1,rank_p1,is_winner_p1,player_id_p2,seat_position_p2,is_start_player_p2,start_cards_l2_count_p2,start_cards_l5_count_p2,start_cards_l7_count_p2,start_reward_upgrade_count_p2,start_reward_tradepoints_count_p2,start_reward_gold_count_p2,start_reward_extraaction_count_p2,start_reward_expedition_count_p2,start_reward_discard_count_p2,start_reward_explorationpoints_count_p2,start_reward_freegoodschoice_count_p2,start_reward_gold_and_tradepoints_count_p2,strategy_name_p2,fulfill_needs_count_p2,final_points_p2,rank_p2,is_winner_p2,player_id_p3,seat_position_p3,is_start_player_p3,start_cards_l2_count_p3,start_cards_l5_count_p3,start_cards_l7_count_p3,start_reward_upgrade_count_p3,start_reward_tradepoints_count_p3,start_reward_gold_count_p3,start_reward_extraaction_count_p3,start_reward_expedition_count_p3,start_reward_discard_count_p3,start_reward_explorationpoints_count_p3,start_reward_freegoodschoice_count_p3,start_reward_gold_and_tradepoints_count_p3,strategy_name_p3,fulfill_needs_count_p3,final_points_p3,rank_p3,is_winner_p3
65,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,300,aborted_300_rounds,2,1,1,1,7,2,0,2,2,1,1,0,0,0,0,0,adaptiveResidentStrategy,59,136,1,1,2,2,0,7,2,0,2,2,2,1,0,0,0,0,0,factoryVariety,43,105,3,0,0,3,0,7,2,0,1,2,0,0,0,0,1,0,0,balanced,133,127,2,0
66,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,210,,2,0,1,1,7,2,0,2,1,1,1,0,0,1,0,0,balanced,58,129,2,0,1,2,0,7,2,0,2,1,0,1,0,1,0,0,0,adaptiveResidentStrategy,153,161,1,1,2,3,0,7,2,0,1,3,1,0,0,1,0,1,0,balanced,147,94,3,0
67,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,115,,2,0,1,1,7,2,0,2,1,0,0,0,1,1,0,0,eliteResidentProduction,34,87,3,0,1,2,0,7,2,0,1,2,1,1,0,0,0,1,0,explorationFocus,58,123,1,1,2,3,0,7,2,0,2,1,1,0,0,1,1,0,0,shipBuilding,56,112,2,0
68,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,114,,2,0,1,1,7,2,0,1,2,0,0,1,0,0,0,0,explorationFocus,114,156,2,0,1,2,0,7,2,0,3,1,1,1,0,1,0,0,0,explorationFocus,124,165,1,1,2,3,0,7,2,0,3,0,2,1,0,1,0,0,0,explorationFocus,71,121,3,0
69,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,133,,1,2,1,1,7,2,0,1,2,0,1,0,0,1,0,0,eliteResidentProduction,93,86,3,0,0,2,0,7,2,0,2,1,1,1,0,0,1,0,0,eliteResidentProduction,36,121,1,1,1,3,0,7,2,0,1,0,3,0,0,2,0,0,0,balanced,113,119,2,0
70,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,200,,3,1,1,1,7,2,0,1,3,1,1,0,0,1,0,0,adaptiveResidentStrategy,142,137,3,0,2,2,0,7,2,0,2,1,0,0,1,0,1,0,0,balanced,134,156,1,1,0,3,0,7,2,0,0,3,0,0,0,1,0,0,0,factoryVariety,139,142,2,0
71,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,125,,1,2,1,1,7,2,0,2,2,2,1,0,0,0,0,0,balanced,28,104,2,0,0,2,0,7,2,0,2,1,1,0,1,0,0,1,0,factoryVariety,146,154,1,1,1,3,0,7,2,0,1,0,1,0,0,2,0,0,0,balanced,107,84,3,0
72,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,90,,1,0,1,1,7,2,0,1,1,0,1,1,0,0,0,0,factoryVariety,35,159,1,1,1,2,0,7,2,0,2,2,1,1,0,0,1,0,0,eliteResidentProduction,124,97,3,0,2,3,0,7,2,0,2,1,1,0,0,0,1,0,0,balanced,98,124,2,0
73,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,103,,3,0,1,1,7,2,0,1,1,2,0,1,0,0,0,0,factoryVariety,68,162,2,0,1,2,0,7,2,0,4,0,0,1,0,1,0,0,0,factoryVariety,94,139,3,0,2,3,0,7,2,0,1,3,0,1,0,0,0,1,0,eliteResidentProduction,144,164,1,1
74,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,105,,1,1,1,1,7,2,0,1,1,1,0,0,0,1,0,0,eliteResidentProduction,32,128,3,0,2,2,0,7,2,0,3,2,0,1,1,0,0,0,0,eliteResidentProduction,134,152,2,0,0,3,0,7,2,0,1,1,1,2,0,0,0,0,0,balanced,131,163,1,1
75,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,173,,2,2,1,1,7,2,0,0,2,1,1,0,1,0,0,0,explorationFocus,65,118,3,0,0,2,0,7,2,0,1,1,1,1,0,1,0,0,0,adaptiveResidentStrategy,89,122,2,0,1,3,0,7,2,0,1,2,1,1,0,1,0,0,0,explorationFocus,135,129,1,1
76,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,205,,2,0,1,1,7,2,0,2,2,2,0,0,1,0,0,0,eliteResidentProduction,130,145,2,0,1,2,0,7,2,0,2,4,1,0,0,0,1,0,0,factoryVariety,88,155,1,1,2,3,0,7,2,0,2,1,0,1,1,0,0,0,0,balanced,114,102,3,0
77,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,135,,3,2,1,1,7,2,0,2,2,0,0,0,1,0,0,0,explorationFocus,97,115,1,1,0,2,0,7,2,0,2,3,2,0,0,0,0,0,0,explorationFocus,82,92,3,0,1,3,0,7,2,0,1,2,1,1,0,0,0,0,0,adaptiveResidentStrategy,91,99,2,0
78,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,73,,2,2,1,1,7,2,0,1,1,0,0,1,0,0,0,0,factoryVariety,140,128,2,0,0,2,0,7,2,0,1,3,1,1,0,0,0,0,0,eliteResidentProduction,71,110,3,0,1,3,0,7,2,0,1,2,2,2,0,0,0,0,0,balanced,114,164,1,1
79,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,85,,3,1,1,1,7,2,0,1,2,0,0,0,0,1,0,0,balanced,112,153,3,0,2,2,0,7,2,0,1,1,4,1,0,0,0,0,0,eliteResidentProduction,98,163,1,1,0,3,0,7,2,0,0,0,1,1,1,0,0,0,0,balanced,148,155,2,0
80,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,64,,2,0,1,1,7,2,0,1,1,1,0,0,0,2,0,0,factoryVariety,84,104,3,0,1,2,0,7,2,0,2,1,1,0,0,1,0,0,0,balanced,144,140,1,1,2,3,0,7,2,0,0,1,1,1,1,0,0,0,0,explorationFocus,115,139,2,0
81,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,145,,1,2,1,1,7,2,0,1,0,1,2,0,0,0,0,0,shipBuilding,53,145,2,0,0,2,0,7,2,0,0,3,1,1,0,1,0,0,0,eliteResidentProduction,88,164,1,1,1,3,0,7,2,0,1,1,2,1,0,1,0,0,0,adaptiveResidentStrategy,72,95,3,0
82,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,210,,1,2,1,1,7,2,0,1,1,1,0,0,1,0,1,0,adaptiveResidentStrategy,63,119,2,0,0,2,0,7,2,0,1,3,1,0,0,1,0,0,0,shipBuilding,119,149,1,1,1,3,0,7,2,0,4,0,0,1,0,0,0,0,0,shipBuilding,145,115,3,0
83,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,77,,3,2,1,1,7,2,0,1,0,2,1,1,0,0,0,0,explorationFocus,109,154,1,1,0,2,0,7,2,0,3,4,0,1,0,1,0,0,0,explorationFocus,28,125,2,0,1,3,0,7,2,0,1,2,1,1,0,0,0,0,0,explorationFocus,105,111,3,0
84,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,113,,1,2,1,1,7,2,0,3,1,3,0,0,0,1,0,0,shipBuilding,106,85,3,0,0,2,0,7,2,0,0,1,1,1,0,1,0,0,0,shipBuilding,38,131,1,1,1,3,0,7,2,0,5,0,1,0,0,0,0,0,0,factoryVariety,141,128,2,0
85,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,222,,3,0,1,1,7,2,0,2,2,0,0,0,0,1,0,0,explorationFocus,35,96,3,0,1,2,0,7,2,0,1,1,1,0,0,1,0,0,0,eliteResidentProduction,109,146,2,0,2,3,0,7,2,0,2,3,1,1,0,0,0,0,0,explorationFocus,150,163,1,1
86,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,164,,3,2,1,1,7,2,0,1,1,2,0,0,1,0,0,0,balanced,136,124,1,1,0,2,0,7,2,0,1,2,1,1,0,0,1,0,0,eliteResidentProduction,83,111,2,0,1,3,0,7,2,0,2,1,1,1,0,0,1,0,0,adaptiveResidentStrategy,72,87,3,0
87,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,173,,3,2,1,1,7,2,0,3,2,1,0,1,1,0,0,0,eliteResidentProduction,92,158,1,1,0,2,0,7,2,0,1,1,1,1,0,0,0,0,0,explorationFocus,86,137,2,0,1,3,0,7,2,0,3,3,1,0,0,0,0,0,0,eliteResidentProduction,122,129,3,0
88,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,55,,1,2,1,1,7,2,0,1,1,0,0,0,0,2,0,0,factoryVariety,32,103,3,0,0,2,0,7,2,0,1,2,1,0,1,0,0,1,0,explorationFocus,118,117,1,1,1,3,0,7,2,0,1,3,0,1,0,0,0,0,0,eliteResidentProduction,33,111,2,0
89,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,300,aborted_300_rounds,1,1,1,1,7,2,0,1,2,1,1,0,0,0,0,0,explorationFocus,46,87,3,0,2,2,0,7,2,0,2,2,1,0,0,1,0,0,0,explorationFocus,31,110,2,0,0,3,0,7,2,0,1,1,1,0,0,0,2,0,0,explorationFocus,89,131,1,1
90,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,153,,1,1,1,1,7,2,0,2,1,0,0,1,1,0,0,0,explorationFocus,142,128,2,0,2,2,0,7,2,0,0,2,3,0,0,1,0,0,0,shipBuilding,133,100,3,0,0,3,0,7,2,0,1,3,1,0,0,0,0,0,0,balanced,28,129,1,1
91,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,217,,1,2,1,1,7,2,0,3,2,0,0,1,0,0,0,0,balanced,48,99,2,0,0,2,0,7,2,0,0,1,1,1,0,1,0,0,0,factoryVariety,78,147,1,1,1,3,0,7,2,0,3,0,1,1,0,0,0,0,0,eliteResidentProduction,87,83,3,0
92,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,245,,1,0,1,1,7,2,0,1,1,1,1,0,0,0,0,0,eliteResidentProduction,68,128,1,1,1,2,0,7,2,0,2,1,0,1,0,0,0,1,0,adaptiveResidentStrategy,60,91,2,0,2,3,0,7,2,0,1,1,0,0,0,2,0,0,0,explorationFocus,60,90,3,0
93,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,217,,2,0,1,1,7,2,0,2,1,0,1,0,0,1,0,0,factoryVariety,117,150,2,0,1,2,0,7,2,0,3,0,1,0,0,0,0,0,0,factoryVariety,74,163,1,1,2,3,0,7,2,0,0,2,2,1,0,0,0,1,0,adaptiveResidentStrategy,72,145,3,0
94,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,178,,1,1,1,1,7,2,0,1,2,1,0,0,1,0,0,0,factoryVariety,126,92,3,0,2,2,0,7,2,0,2,3,2,0,1,0,0,0,0,adaptiveResidentStrategy,64,137,2,0,0,3,0,7,2,0,2,2,1,0,0,1,0,0,0,adaptiveResidentStrategy,56,161,1,1
95,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,190,,1,1,1,1,7,2,0,1,5,0,1,0,0,0,0,0,factoryVariety,103,125,2,0,2,2,0,7,2,0,0,2,0,1,0,0,0,0,0,eliteResidentProduction,56,85,3,0,0,3,0,7,2,0,0,0,0,0,1,0,1,0,0,shipBuilding,37,145,1,1
96,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,115,,3,1,1,1,7,2,0,2,2,1,1,0,1,0,0,0,adaptiveResidentStrategy,62,119,2,0,2,2,0,7,2,0,2,3,0,0,0,0,0,0,0,factoryVariety,37,120,1,1,0,3,0,7,2,0,1,1,0,1,0,0,0,1,0,factoryVariety,48,94,3,0
97,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,123,,1,1,1,1,7,2,0,4,1,1,1,0,0,0,0,0,eliteResidentProduction,46,121,3,0,2,2,0,7,2,0,0,2,1,0,0,1,0,0,0,factoryVariety,85,136,2,0,0,3,0,7,2,0,3,0,1,1,0,1,0,0,0,balanced,135,147,1,1
98,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,275,,3,2,1,1,7,2,0,3,1,0,0,0,0,0,1,0,factoryVariety,30,96,1,1,0,2,0,7,2,0,2,2,2,0,0,0,0,0,0,eliteResidentProduction,74,93,2,0,1,3,0,7,2,0,2,4,1,0,0,0,1,0,0,adaptiveResidentStrategy,112,90,3,0
99,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,300,aborted_300_rounds,1,2,1,1,7,2,0,3,0,0,1,0,0,1,0,0,adaptiveResidentStrategy,90,100,3,0,0,2,0,7,2,0,1,1,2,1,0,0,1,0,0,explorationFocus,47,160,1,1,1,3,0,7,2,0,1,0,1,1,0,1,0,0,0,adaptiveResidentStrategy,146,113,2,0
100,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,125,,3,1,1,1,7,2,0,1,1,1,1,0,0,0,1,0,eliteResidentProduction,107,82,3,0,2,2,0,7,2,0,3,2,1,0,0,1,0,0,0,shipBuilding,58,130,1,1,0,3,0,7,2,0,2,2,2,0,0,0,1,0,0,explorationFocus,111,98,2,0
101,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,90,,2,1,1,1,7,2,0,2,0,0,0,0,0,1,0,0,adaptiveResidentStrategy,93,152,1,1,2,2,0,7,2,0,0,3,1,0,0,0,0,1,0,eliteResidentProduction,93,114,3,0,0,3,0,7,2,0,3,2,1,0,1,1,0,0,0,eliteResidentProduction,68,140,2,0
102,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,103,,1,1,1,1,7,2,0,0,0,1,2,0,0,0,0,0,eliteResidentProduction,71,146,3,0,2,2,0,7,2,0,1,2,1,0,0,2,0,0,0,shipBuilding,69,155,2,0,0,3,0,7,2,0,1,2,0,1,0,1,0,0,0,factoryVariety,49,164,1,1
103,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,105,,1,2,1,1,7,2,0,1,1,1,2,0,0,0,0,0,shipBuilding,35,90,2,0,0,2,0,7,2,0,1,1,1,0,0,2,0,0,0,balanced,91,130,1,1,1,3,0,7,2,0,1,1,0,0,0,1,1,0,0,adaptiveResidentStrategy,147,82,3,0
104,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,173,,3,0,1,1,7,2,0,1,3,0,1,0,1,0,0,0,factoryVariety,139,111,3,0,1,2,0,7,2,0,2,1,1,0,1,1,0,0,0,shipBuilding,100,141,2,0,2,3,0,7,2,0,1,2,0,0,0,0,0,0,0,eliteResidentProduction,68,146,1,1
105,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,205,,2,1,1,1,7,2,0,2,3,0,1,0,0,0,0,0,factoryVariety,91,161,1,1,2,2,0,7,2,0,1,0,1,1,0,1,0,0,0,factoryVariety,50,124,2,0,0,3,0,7,2,0,2,1,3,0,1,1,0,0,0,balanced,119,82,3,0
106,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,135,,1,2,1,1,7,2,0,2,1,0,0,1,0,0,0,0,eliteResidentProduction,146,113,2,0,0,2,0,7,2,0,0,1,1,1,0,0,0,0,0,explorationFocus,60,152,1,1,1,3,0,7,2,0,2,3,1,0,0,1,1,0,0,eliteResidentProduction,47,107,3,0
107,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,73,,1,1,1,1,7,2,0,3,0,2,0,0,1,1,0,0,explorationFocus,143,128,2,0,2,2,0,7,2,0,0,3,1,1,0,0,1,0,0,adaptiveResidentStrategy,123,96,3,0,0,3,0,7,2,0,1,0,1,1,1,0,0,0,0,adaptiveResidentStrategy,82,163,1,1
108,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,85,,2,2,1,1,7,2,0,0,0,1,1,0,1,0,0,0,balanced,97,152,2,0,0,2,0,7,2,0,2,3,1,0,0,1,1,0,0,explorationFocus,41,150,3,0,1,3,0,7,2,0,2,2,0,2,0,0,0,0,0,balanced,149,162,1,1
109,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,64,,2,1,1,1,7,2,0,2,3,0,0,0,0,0,0,0,balanced,65,121,1,1,2,2,0,7,2,0,2,1,1,1,0,1,0,0,0,factoryVariety,76,96,3,0,0,3,0,7,2,0,1,2,2,0,2,0,0,0,0,balanced,150,113,2,0
110,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,145,,3,0,1,1,7,2,0,1,2,1,0,0,0,0,0,0,balanced,99,86,3,0,1,2,0,7,2,0,0,2,2,2,0,0,0,0,0,eliteResidentProduction,117,136,2,0,2,3,0,7,2,0,0,3,1,1,0,0,0,0,0,explorationFocus,127,142,1,1
111,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,210,,3,0,1,1,7,2,0,0,3,1,1,0,0,0,0,0,adaptiveResidentStrategy,39,100,3,0,1,2,0,7,2,0,0,0,0,1,0,1,0,0,0,eliteResidentProduction,32,110,2,0,2,3,0,7,2,0,2,1,1,1,0,1,0,0,0,explorationFocus,88,116,1,1
112,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,77,,1,0,1,1,7,2,0,1,2,0,0,0,0,0,1,0,adaptiveResidentStrategy,95,158,1,1,1,2,0,7,2,0,2,2,0,1,0,0,0,0,0,explorationFocus,131,132,2,0,2,3,0,7,2,0,2,1,1,0,1,0,0,1,0,adaptiveResidentStrategy,129,95,3,0
113,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,113,,1,2,1,1,7,2,0,0,3,0,1,0,0,0,0,0,adaptiveResidentStrategy,145,90,2,0,0,2,0,7,2,0,3,0,1,0,1,0,0,0,0,eliteResidentProduction,29,150,1,1,1,3,0,7,2,0,3,0,1,0,0,1,0,0,0,adaptiveResidentStrategy,130,89,3,0
114,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,222,,2,1,1,1,7,2,0,0,3,1,0,1,0,1,0,0,explorationFocus,141,153,1,1,2,2,0,7,2,0,2,1,3,0,0,1,0,0,0,adaptiveResidentStrategy,88,113,3,0,0,3,0,7,2,0,1,2,1,1,0,0,1,0,0,explorationFocus,118,120,2,0
115,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,164,,2,2,1,1,7,2,0,2,1,1,0,0,0,1,0,0,eliteResidentProduction,150,92,3,0,0,2,0,7,2,0,1,2,0,1,0,0,0,1,0,adaptiveResidentStrategy,145,130,2,0,1,3,0,7,2,0,2,0,0,0,0,2,0,0,0,adaptiveResidentStrategy,147,148,1,1
116,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,173,,3,2,1,1,7,2,0,2,2,0,1,0,0,0,1,0,explorationFocus,143,157,1,1,0,2,0,7,2,0,0,1,1,0,0,2,0,0,0,balanced,114,111,3,0,1,3,0,7,2,0,2,1,1,1,0,0,0,0,0,eliteResidentProduction,77,129,2,0
117,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,55,,1,0,1,1,7,2,0,2,3,0,0,1,1,0,0,0,adaptiveResidentStrategy,150,129,1,1,1,2,0,7,2,0,0,2,2,2,0,0,0,0,0,adaptiveResidentStrategy,126,100,2,0,2,3,0,7,2,0,0,3,1,2,0,0,0,0,0,shipBuilding,50,91,3,0
118,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,300,aborted_300_rounds,1,1,1,1,7,2,0,3,2,1,0,0,0,0,0,0,adaptiveResidentStrategy,61,107,3,0,2,2,0,7,2,0,0,1,2,1,0,1,0,0,0,factoryVariety,104,147,2,0,0,3,0,7,2,0,1,4,0,0,1,1,0,0,0,explorationFocus,41,156,1,1
119,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,153,,3,2,1,1,7,2,0,1,0,1,0,1,0,1,0,0,factoryVariety,75,153,1,1,0,2,0,7,2,0,2,1,0,2,0,0,0,0,0,factoryVariety,104,86,3,0,1,3,0,7,2,0,1,2,1,1,0,1,0,0,0,eliteResidentProduction,44,151,2,0
120,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,217,,2,1,1,1,7,2,0,2,3,1,0,0,1,0,0,0,adaptiveResidentStrategy,60,110,1,1,2,2,0,7,2,0,2,1,0,1,0,0,0,0,0,eliteResidentProduction,108,104,2,0,0,3,0,7,2,0,1,2,0,0,0,2,0,0,0,factoryVariety,98,86,3,0
121,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,245,,3,1,1,1,7,2,0,1,3,1,0,0,2,0,0,0,balanced,108,94,3,0,2,2,0,7,2,0,0,3,1,0,0,1,0,0,0,factoryVariety,142,156,1,1,0,3,0,7,2,0,2,0,1,0,0,0,1,0,0,explorationFocus,30,96,2,0
122,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,217,,3,0,1,1,7,2,0,1,1,1,1,1,0,0,0,0,explorationFocus,71,105,2,0,1,2,0,7,2,0,1,3,0,0,1,1,0,0,0,eliteResidentProduction,59,93,3,0,2,3,0,7,2,0,1,3,1,0,0,1,1,0,0,factoryVariety,75,108,1,1
123,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,178,,2,0,1,1,7,2,0,2,1,1,1,0,1,0,0,0,shipBuilding,58,126,3,0,1,2,0,7,2,0,1,0,1,1,0,0,0,1,0,shipBuilding,101,158,1,1,2,3,0,7,2,0,3,2,1,0,0,0,0,0,0,shipBuilding,66,139,2,0
124,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,190,,1,1,1,1,7,2,0,1,3,0,0,0,0,1,0,0,balanced,29,88,3,0,2,2,0,7,2,0,0,2,0,1,0,0,0,1,0,shipBuilding,79,114,2,0,0,3,0,7,2,0,2,3,2,0,0,1,0,0,0,explorationFocus,41,154,1,1
125,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,115,,1,0,1,1,7,2,0,3,2,1,1,0,1,0,0,0,balanced,146,156,1,1,1,2,0,7,2,0,1,3,1,1,0,0,0,0,0,balanced,134,87,3,0,2,3,0,7,2,0,2,0,0,1,1,0,0,0,0,adaptiveResidentStrategy,50,116,2,0
126,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,123,,1,0,1,1,7,2,0,1,3,0,0,0,1,0,0,0,adaptiveResidentStrategy,106,137,1,1,1,2,0,7,2,0,1,1,1,1,0,1,0,0,0,eliteResidentProduction,35,129,2,0,2,3,0,7,2,0,3,0,2,1,0,0,0,1,0,eliteResidentProduction,48,94,3,0
127,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,275,,1,0,1,1,7,2,0,1,1,2,1,0,1,0,0,0,shipBuilding,127,132,1,1,1,2,0,7,2,0,1,1,1,0,0,0,1,0,0,shipBuilding,56,105,3,0,2,3,0,7,2,0,1,3,1,1,1,0,0,0,0,explorationFocus,126,118,2,0
128,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,155,,1,1,1,1,7,2,0,0,1,3,0,0,1,1,0,0,adaptiveResidentStrategy,117,120,2,0,2,2,0,7,2,0,2,2,1,1,0,1,0,0,0,factoryVariety,118,95,3,0,0,3,0,7,2,0,2,3,0,0,1,0,0,0,0,eliteResidentProduction,92,143,1,1
129,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,300,aborted_300_rounds,2,2,1,1,7,2,0,2,2,2,0,0,1,0,0,0,balanced,66,135,3,0,0,2,0,7,2,0,0,0,2,2,0,0,0,0,0,balanced,126,141,2,0,1,3,0,7,2,0,1,1,1,1,0,1,0,0,0,explorationFocus,113,147,1,1
130,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,210,,1,2,1,1,7,2,0,1,2,2,2,0,0,0,0,0,shipBuilding,30,138,2,0,0,2,0,7,2,0,1,0,3,1,1,0,0,0,0,eliteResidentProduction,49,159,1,1,1,3,0,7,2,0,2,1,0,1,0,0,1,0,0,eliteResidentProduction,134,116,3,0
131,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,115,,3,0,1,1,7,2,0,5,2,0,1,0,0,0,0,0,shipBuilding,28,92,2,0,1,2,0,7,2,0,1,1,1,1,0,0,1,0,0,explorationFocus,58,86,3,0,2,3,0,7,2,0,1,1,1,1,0,0,1,0,0,balanced,51,105,1,1
132,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,114,,2,0,1,1,7,2,0,3,3,0,0,0,1,0,0,0,explorationFocus,73,104,3,0,1,2,0,7,2,0,1,0,3,2,0,0,0,0,0,shipBuilding,42,132,1,1,2,3,0,7,2,0,1,2,2,0,1,0,0,0,0,factoryVariety,142,105,2,0
133,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,133,,1,1,1,1,7,2,0,2,0,0,0,0,1,0,1,0,explorationFocus,147,122,2,0,2,2,0,7,2,0,0,2,3,1,0,0,1,0,0,eliteResidentProduction,34,91,3,0,0,3,0,7,2,0,2,0,0,1,0,0,1,0,0,eliteResidentProduction,101,143,1,1
